Average Cost for two,Votes,Country Code,City,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Cuisine_Count,Cuisine_avg_rating,Aggregate rating
1.3479534746578694,0.8105763588813102,3.351163685324101,3.3314049586776857,3.351163685324101,1,0,0,3,4,3.081464126418821,4.4
-0.27929485481125355,-0.04319946899449578,3.351163685324101,3.2977329192546585,3.351163685324101,0,1,0,1,1,2.9728155339805826,3.5
-0.45616691602669956,-0.6005410855321057,3.351163685324101,3.154280510018215,3.351163685324101,0,0,0,1,1,2.6242258652094717,2.9
1.0680522955595768,0.19239693945340766,3.351163685324101,3.3314049586776857,3.351163685324101,0,1,0,3,3,3.3647775035881176,3.0
-0.6724630660295038,-0.8969752968703018,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.6242258652094717,0.0
-1.3425191254672713,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.320132743362832,0.0
-0.27929485481125355,0.33453884349179724,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.566115008598273,3.7
-0.6724630660295038,-0.6727314726527265,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.3635036496350366,0.0
0.3939745464007345,0.028990918126124834,3.351163685324101,3.52,3.351163685324101,0,0,0,3,3,3.10832149065101,3.3
0.6109159259090996,0.11740553524105879,3.351163685324101,3.2977329192546585,3.351163685324101,1,1,0,2,2,2.5670112111649863,2.6
-1.3425191254672713,-0.8969752968703018,3.351163685324101,3.1048780487804875,3.351163685324101,0,0,0,1,1,2.0629999999999997,0.0
-0.6724630660295038,-0.37629726131453023,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,2.8
0.11441054097061731,0.21397262969545355,3.351163685324101,3.2977329192546585,3.351163685324101,1,1,0,1,2,2.5670112111649863,3.7
-0.6724630660295038,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,2,2.500380225884016,0.0
0.21677971001738924,-0.6727314726527265,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,2,2.566115008598273,0.0
-2.00781447846877,-1.1212191210878772,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.320132743362832,0.0
0.4717841201110243,-0.16864761047423155,3.351163685324101,3.3314049586776857,3.351163685324101,0,1,0,2,1,3.3299445471349354,3.2
0.6736733231017615,0.49979882664440495,3.351163685324101,3.2977329192546585,3.351163685324101,0,1,0,2,2,3.4452852883944862,4.1
1.3479534746578694,1.1354350765525967,3.351163685324101,4.205263157894737,3.351163685324101,0,0,0,4,1,2.509796557120501,4.7
0.0,-0.245123033128942,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,1,1,2.509796557120501,2.9
0.5438330839733004,0.2623484563711766,3.351163685324101,3.9,3.351163685324101,0,0,0,2,2,2.566115008598273,3.5
0.6736733231017615,0.32357116763899607,3.351163685324101,4.046153846153846,3.351163685324101,0,0,0,2,2,2.566115008598273,3.3
0.21677971001738924,-0.1068382889765167,3.351163685324101,3.2977329192546585,3.351163685324101,0,0,0,2,1,2.509796557120501,3.1
